: زمان افعال
گرم گرم‌ترین شجاع شجاع‌ترین
گرم گرم‌ترین دلیر دلیرترین
گرم گرم‌ترین آزاد آزادترین
گرم گرم‌ترین خسته خسته‌ترین
سرد سردترین ﻿خوب خوب‌ترین
سرد سردترین بد بدترین
سرد سردترین شاد شادترین
سرد سردترین زیبا زیباترین
سرد سردترین مهربان مهربان‌ترین
سرد سردترین تمیز تمیزترین
سرد سردترین کثیف کثیف‌ترین
سرد سردترین بلند بلندترین
سرد سردترین کوتاه کوتاه‌ترین
سرد سردترین چاق چاق‌ترین
سرد سردترین لاغر لاغرترین
سرد سردترین نازک نازکترین
سرد سردترین زخیم زخیم‌ترین
سرد سردترین پهن پهن‌ترین
سرد سردترین ترسناک ترسناک‌ترین
سرد سردترین خوشحال خوشحال‌ترین
سرد سردترین پلید پلیدترین
سرد سردترین احمق احمق‌ترین
سرد سردترین باهوش باهوش‌ترین
سرد سردترین ساده ساده‌ترین
سرد سردترین زرنگ زرنگ‌ترین
سرد سردترین زیرک زیرک‌ترین
سرد سردترین خشن خشن‌ترین
سرد سردترین بزرگ بزرگترین
سرد سردترین کوچک کوچکترین
سرد سردترین راحت راحت‌ترین
سرد سردترین نرم نرم‌ترین
سرد سردترین سخت سخت‌ترین
سرد سردترین گرم گرم‌ترین
سرد سردترین دانا داناترین
سرد سردترین توانا تواناترین
سرد سردترین پسندیده پسندیده‌ترین
سرد سردترین سودمند سودمندترین
سرد سردترین رها رهاترین
سرد سردترین زشت زشت‌ترین
سرد سردترین داغ داغ‌ترین
سرد سردترین پیچیده پیچیده‌ترین
سرد سردترین محکم محکم‌ترین
سرد سردترین قوی قوی‌ترین
سرد سردترین روشن روشن‌ترین
سرد سردترین تاریک تاریک‌ترین
سرد سردترین دقیق دقیق‌ترین
سرد سردترین ظریف ظریف‌ترین
سرد سردترین طولانی طولانی‌ترین
سرد سردترین پست پست‌ترین
سرد سردترین مریض مریض‌ترین
سرد سردترین سالم سالم‌ترین
سرد سردترین غم‌انگیز غم‌انگیزترین
سرد سردترین شجاع شجاع‌ترین
سرد سردترین دلیر دلیرترین
سرد سردترین آزاد آزادترین
سرد سردترین خسته خسته‌ترین
دانا داناترین ﻿خوب خوب‌ترین
دانا داناترین بد بدترین
دانا داناترین شاد شادترین
دانا داناترین زیبا زیباترین
دانا داناترین مهربان مهربان‌ترین
دانا داناترین تمیز تمیزترین
دانا داناترین کثیف کثیف‌ترین
دانا داناترین بلند بلندترین
دانا داناترین کوتاه کوتاه‌ترین
دانا داناترین چاق چاق‌ترین
دانا داناترین لاغر لاغرترین
دانا داناترین نازک نازکترین
دانا داناترین زخیم زخیم‌ترین
دانا داناترین پهن پهن‌ترین
دانا داناترین ترسناک ترسناک‌ترین
دانا داناترین خوشحال خوشحال‌ترین
دانا داناترین پلید پلیدترین
دانا داناترین احمق احمق‌ترین
دانا داناترین باهوش باهوش‌ترین
دانا داناترین ساده ساده‌ترین
دانا داناترین زرنگ زرنگ‌ترین
دانا داناترین زیرک زیرک‌ترین
دانا داناترین خشن خشن‌ترین
دانا داناترین بزرگ بزرگترین
دانا داناترین کوچک کوچکترین
دانا داناترین راحت راحت‌ترین
دانا داناترین نرم نرم‌ترین
دانا داناترین سخت سخت‌ترین
دانا داناترین گرم گرم‌ترین
دانا داناترین سرد سردترین
دانا داناترین توانا تواناترین
دانا داناترین پسندیده پسندیده‌ترین
دانا داناترین سودمند سودمندترین
دانا داناترین رها رهاترین
دانا داناترین زشت زشت‌ترین
دانا داناترین داغ داغ‌ترین
دانا داناترین پیچیده پیچیده‌ترین
دانا داناترین محکم محکم‌ترین
دانا داناترین قوی قوی‌ترین
دانا داناترین روشن روشن‌ترین
دانا داناترین تاریک تاریک‌ترین
دانا داناترین دقیق دقیق‌ترین
دانا داناترین ظریف ظریف‌ترین
دانا داناترین طولانی طولانی‌ترین
دانا داناترین پست پست‌ترین
دانا داناترین مریض مریض‌ترین
دانا داناترین سالم سالم‌ترین
دانا داناترین غم‌انگیز غم‌انگیزترین
دانا داناترین شجاع شجاع‌ترین
دانا داناترین دلیر دلیرترین
دانا داناترین آزاد آزادترین
دانا داناترین خسته خسته‌ترین
توانا تواناترین ﻿خوب خوب‌ترین
توانا تواناترین بد بدترین
توانا تواناترین شاد شادترین
توانا تواناترین زیبا زیباترین
توانا تواناترین مهربان مهربان‌ترین
توانا تواناترین تمیز تمیزترین
توانا تواناترین کثیف کثیف‌ترین
توانا تواناترین بلند بلندترین
توانا تواناترین کوتاه کوتاه‌ترین
توانا تواناترین چاق چاق‌ترین
توانا تواناترین لاغر لاغرترین
توانا تواناترین نازک نازکترین
توانا تواناترین زخیم زخیم‌ترین
توانا تواناترین پهن پهن‌ترین
توانا تواناترین ترسناک ترسناک‌ترین
توانا تواناترین خوشحال خوشحال‌ترین
توانا تواناترین پلید پلیدترین
توانا تواناترین احمق احمق‌ترین
توانا تواناترین باهوش باهوش‌ترین
توانا تواناترین ساده ساده‌ترین
توانا تواناترین زرنگ زرنگ‌ترین
توانا تواناترین زیرک زیرک‌ترین
توانا تواناترین خشن خشن‌ترین
توانا تواناترین بزرگ بزرگترین
توانا تواناترین کوچک کوچکترین
توانا تواناترین راحت راحت‌ترین
توانا تواناترین نرم نرم‌ترین
توانا تواناترین سخت سخت‌ترین
توانا تواناترین گرم گرم‌ترین
توانا تواناترین سرد سردترین
توانا تواناترین دانا داناترین
توانا تواناترین پسندیده پسندیده‌ترین
توانا تواناترین سودمند سودمندترین
توانا تواناترین رها رهاترین
توانا تواناترین زشت زشت‌ترین
توانا تواناترین داغ داغ‌ترین
توانا تواناترین پیچیده پیچیده‌ترین
توانا تواناترین محکم محکم‌ترین
توانا تواناترین قوی قوی‌ترین
توانا تواناترین روشن روشن‌ترین
توانا تواناترین تاریک تاریک‌ترین
توانا تواناترین دقیق دقیق‌ترین
توانا تواناترین ظریف ظریف‌ترین
توانا تواناترین طولانی طولانی‌ترین
توانا تواناترین پست پست‌ترین
توانا تواناترین مریض مریض‌ترین
توانا تواناترین سالم سالم‌ترین
توانا تواناترین غم‌انگیز غم‌انگیزترین
توانا تواناترین شجاع شجاع‌ترین
توانا تواناترین دلیر دلیرترین
توانا تواناترین آزاد آزادترین
توانا تواناترین خسته خسته‌ترین
پسندیده پسندیده‌ترین ﻿خوب خوب‌ترین
پسندیده پسندیده‌ترین بد بدترین
پسندیده پسندیده‌ترین شاد شادترین
پسندیده پسندیده‌ترین زیبا زیباترین
پسندیده پسندیده‌ترین مهربان مهربان‌ترین
پسندیده پسندیده‌ترین تمیز تمیزترین
پسندیده پسندیده‌ترین کثیف کثیف‌ترین
پسندیده پسندیده‌ترین بلند بلندترین
پسندیده پسندیده‌ترین کوتاه کوتاه‌ترین
پسندیده پسندیده‌ترین چاق چاق‌ترین
پسندیده پسندیده‌ترین لاغر لاغرترین
پسندیده پسندیده‌ترین نازک نازکترین
پسندیده پسندیده‌ترین زخیم زخیم‌ترین
پسندیده پسندیده‌ترین پهن پهن‌ترین
پسندیده پسندیده‌ترین ترسناک ترسناک‌ترین
پسندیده پسندیده‌ترین خوشحال خوشحال‌ترین
پسندیده پسندیده‌ترین پلید پلیدترین
پسندیده پسندیده‌ترین احمق احمق‌ترین
پسندیده پسندیده‌ترین باهوش باهوش‌ترین
پسندیده پسندیده‌ترین ساده ساده‌ترین
پسندیده پسندیده‌ترین زرنگ زرنگ‌ترین
پسندیده پسندیده‌ترین زیرک زیرک‌ترین
پسندیده پسندیده‌ترین خشن خشن‌ترین
پسندیده پسندیده‌ترین بزرگ بزرگترین
پسندیده پسندیده‌ترین کوچک کوچکترین
پسندیده پسندیده‌ترین راحت راحت‌ترین
پسندیده پسندیده‌ترین نرم نرم‌ترین
پسندیده پسندیده‌ترین سخت سخت‌ترین
پسندیده پسندیده‌ترین گرم گرم‌ترین
پسندیده پسندیده‌ترین سرد سردترین
پسندیده پسندیده‌ترین دانا داناترین
پسندیده پسندیده‌ترین توانا تواناترین
پسندیده پسندیده‌ترین سودمند سودمندترین
پسندیده پسندیده‌ترین رها رهاترین
پسندیده پسندیده‌ترین زشت زشت‌ترین
پسندیده پسندیده‌ترین داغ داغ‌ترین
پسندیده پسندیده‌ترین پیچیده پیچیده‌ترین
پسندیده پسندیده‌ترین محکم محکم‌ترین
پسندیده پسندیده‌ترین قوی قوی‌ترین
پسندیده پسندیده‌ترین روشن روشن‌ترین
پسندیده پسندیده‌ترین تاریک تاریک‌ترین
پسندیده پسندیده‌ترین دقیق دقیق‌ترین
پسندیده پسندیده‌ترین ظریف ظریف‌ترین
پسندیده پسندیده‌ترین طولانی طولانی‌ترین
پسندیده پسندیده‌ترین پست پست‌ترین
پسندیده پسندیده‌ترین مریض مریض‌ترین
پسندیده پسندیده‌ترین سالم سالم‌ترین
پسندیده پسندیده‌ترین غم‌انگیز غم‌انگیزترین
پسندیده پسندیده‌ترین شجاع شجاع‌ترین
پسندیده پسندیده‌ترین دلیر دلیرترین
پسندیده پسندیده‌ترین آزاد آزادترین
پسندیده پسندیده‌ترین خسته خسته‌ترین
سودمند سودمندترین ﻿خوب خوب‌ترین
سودمند سودمندترین بد بدترین
سودمند سودمندترین شاد شادترین
سودمند سودمندترین زیبا زیباترین
سودمند سودمندترین مهربان مهربان‌ترین
سودمند سودمندترین تمیز تمیزترین
سودمند سودمندترین کثیف کثیف‌ترین
سودمند سودمندترین بلند بلندترین
سودمند سودمندترین کوتاه کوتاه‌ترین
سودمند سودمندترین چاق چاق‌ترین
سودمند سودمندترین لاغر لاغرترین
سودمند سودمندترین نازک نازکترین
سودمند سودمندترین زخیم زخیم‌ترین
سودمند سودمندترین پهن پهن‌ترین
سودمند سودمندترین ترسناک ترسناک‌ترین
سودمند سودمندترین خوشحال خوشحال‌ترین
سودمند سودمندترین پلید پلیدترین
سودمند سودمندترین احمق احمق‌ترین
سودمند سودمندترین باهوش باهوش‌ترین
سودمند سودمندترین ساده ساده‌ترین
سودمند سودمندترین زرنگ زرنگ‌ترین
سودمند سودمندترین زیرک زیرک‌ترین
سودمند سودمندترین خشن خشن‌ترین
سودمند سودمندترین بزرگ بزرگترین
سودمند سودمندترین کوچک کوچکترین
سودمند سودمندترین راحت راحت‌ترین
سودمند سودمندترین نرم نرم‌ترین
سودمند سودمندترین سخت سخت‌ترین
سودمند سودمندترین گرم گرم‌ترین
سودمند سودمندترین سرد سردترین
سودمند سودمندترین دانا داناترین
سودمند سودمندترین توانا تواناترین
سودمند سودمندترین پسندیده پسندیده‌ترین
سودمند سودمندترین رها رهاترین
سودمند سودمندترین زشت زشت‌ترین
سودمند سودمندترین داغ داغ‌ترین
سودمند سودمندترین پیچیده پیچیده‌ترین
سودمند سودمندترین محکم محکم‌ترین
سودمند سودمندترین قوی قوی‌ترین
سودمند سودمندترین روشن روشن‌ترین
سودمند سودمندترین تاریک تاریک‌ترین
سودمند سودمندترین دقیق دقیق‌ترین
سودمند سودمندترین ظریف ظریف‌ترین
سودمند سودمندترین طولانی طولانی‌ترین
سودمند سودمندترین پست پست‌ترین
سودمند سودمندترین مریض مریض‌ترین
سودمند سودمندترین سالم سالم‌ترین
سودمند سودمندترین غم‌انگیز غم‌انگیزترین
سودمند سودمندترین شجاع شجاع‌ترین
سودمند سودمندترین دلیر دلیرترین
سودمند سودمندترین آزاد آزادترین
سودمند سودمندترین خسته خسته‌ترین
رها رهاترین ﻿خوب خوب‌ترین
رها رهاترین بد بدترین
رها رهاترین شاد شادترین
رها رهاترین زیبا زیباترین
رها رهاترین مهربان مهربان‌ترین
رها رهاترین تمیز تمیزترین
رها رهاترین کثیف کثیف‌ترین
رها رهاترین بلند بلندترین
رها رهاترین کوتاه کوتاه‌ترین
رها رهاترین چاق چاق‌ترین
رها رهاترین لاغر لاغرترین
رها رهاترین نازک نازکترین
رها رهاترین زخیم زخیم‌ترین
رها رهاترین پهن پهن‌ترین
رها رهاترین ترسناک ترسناک‌ترین
رها رهاترین خوشحال خوشحال‌ترین
رها رهاترین پلید پلیدترین
رها رهاترین احمق احمق‌ترین
رها رهاترین باهوش باهوش‌ترین
رها رهاترین ساده ساده‌ترین
رها رهاترین زرنگ زرنگ‌ترین
رها رهاترین زیرک زیرک‌ترین
رها رهاترین خشن خشن‌ترین
رها رهاترین بزرگ بزرگترین
رها رهاترین کوچک کوچکترین
رها رهاترین راحت راحت‌ترین
رها رهاترین نرم نرم‌ترین
رها رهاترین سخت سخت‌ترین
رها رهاترین گرم گرم‌ترین
رها رهاترین سرد سردترین
رها رهاترین دانا داناترین
رها رهاترین توانا تواناترین
رها رهاترین پسندیده پسندیده‌ترین
رها رهاترین سودمند سودمندترین
رها رهاترین زشت زشت‌ترین
رها رهاترین داغ داغ‌ترین
رها رهاترین پیچیده پیچیده‌ترین
رها رهاترین محکم محکم‌ترین
رها رهاترین قوی قوی‌ترین
رها رهاترین روشن روشن‌ترین
رها رهاترین تاریک تاریک‌ترین
رها رهاترین دقیق دقیق‌ترین
رها رهاترین ظریف ظریف‌ترین
رها رهاترین طولانی طولانی‌ترین
رها رهاترین پست پست‌ترین
رها رهاترین مریض مریض‌ترین
رها رهاترین سالم سالم‌ترین
رها رهاترین غم‌انگیز غم‌انگیزترین
رها رهاترین شجاع شجاع‌ترین
رها رهاترین دلیر دلیرترین
رها رهاترین آزاد آزادترین
رها رهاترین خسته خسته‌ترین
زشت زشت‌ترین ﻿خوب خوب‌ترین
زشت زشت‌ترین بد بدترین
زشت زشت‌ترین شاد شادترین
زشت زشت‌ترین زیبا زیباترین
زشت زشت‌ترین مهربان مهربان‌ترین
زشت زشت‌ترین تمیز تمیزترین
زشت زشت‌ترین کثیف کثیف‌ترین
زشت زشت‌ترین بلند بلندترین
زشت زشت‌ترین کوتاه کوتاه‌ترین
زشت زشت‌ترین چاق چاق‌ترین
زشت زشت‌ترین لاغر لاغرترین
زشت زشت‌ترین نازک نازکترین
زشت زشت‌ترین زخیم زخیم‌ترین
زشت زشت‌ترین پهن پهن‌ترین
زشت زشت‌ترین ترسناک ترسناک‌ترین
زشت زشت‌ترین خوشحال خوشحال‌ترین
زشت زشت‌ترین پلید پلیدترین
زشت زشت‌ترین احمق احمق‌ترین
زشت زشت‌ترین باهوش باهوش‌ترین
زشت زشت‌ترین ساده ساده‌ترین
زشت زشت‌ترین زرنگ زرنگ‌ترین
زشت زشت‌ترین زیرک زیرک‌ترین
زشت زشت‌ترین خشن خشن‌ترین
زشت زشت‌ترین بزرگ بزرگترین
زشت زشت‌ترین کوچک کوچکترین
زشت زشت‌ترین راحت راحت‌ترین
زشت زشت‌ترین نرم نرم‌ترین
زشت زشت‌ترین سخت سخت‌ترین
زشت زشت‌ترین گرم گرم‌ترین
زشت زشت‌ترین سرد سردترین
زشت زشت‌ترین دانا داناترین
زشت زشت‌ترین توانا تواناترین
زشت زشت‌ترین پسندیده پسندیده‌ترین
زشت زشت‌ترین سودمند سودمندترین
زشت زشت‌ترین رها رهاترین
زشت زشت‌ترین داغ داغ‌ترین
زشت زشت‌ترین پیچیده پیچیده‌ترین
زشت زشت‌ترین محکم محکم‌ترین
زشت زشت‌ترین قوی قوی‌ترین
زشت زشت‌ترین روشن روشن‌ترین
زشت زشت‌ترین تاریک تاریک‌ترین
زشت زشت‌ترین دقیق دقیق‌ترین
زشت زشت‌ترین ظریف ظریف‌ترین
زشت زشت‌ترین طولانی طولانی‌ترین
زشت زشت‌ترین پست پست‌ترین
زشت زشت‌ترین مریض مریض‌ترین
زشت زشت‌ترین سالم سالم‌ترین
زشت زشت‌ترین غم‌انگیز غم‌انگیزترین
زشت زشت‌ترین شجاع شجاع‌ترین
زشت زشت‌ترین دلیر دلیرترین
زشت زشت‌ترین آزاد آزادترین
زشت زشت‌ترین خسته خسته‌ترین
داغ داغ‌ترین ﻿خوب خوب‌ترین
داغ داغ‌ترین بد بدترین
داغ داغ‌ترین شاد شادترین
داغ داغ‌ترین زیبا زیباترین
داغ داغ‌ترین مهربان مهربان‌ترین
داغ داغ‌ترین تمیز تمیزترین
داغ داغ‌ترین کثیف کثیف‌ترین
داغ داغ‌ترین بلند بلندترین
داغ داغ‌ترین کوتاه کوتاه‌ترین
داغ داغ‌ترین چاق چاق‌ترین
داغ داغ‌ترین لاغر لاغرترین
داغ داغ‌ترین نازک نازکترین
داغ داغ‌ترین زخیم زخیم‌ترین
داغ داغ‌ترین پهن پهن‌ترین
داغ داغ‌ترین ترسناک ترسناک‌ترین
داغ داغ‌ترین خوشحال خوشحال‌ترین
داغ داغ‌ترین پلید پلیدترین
داغ داغ‌ترین احمق احمق‌ترین
داغ داغ‌ترین باهوش باهوش‌ترین
داغ داغ‌ترین ساده ساده‌ترین
داغ داغ‌ترین زرنگ زرنگ‌ترین
داغ داغ‌ترین زیرک زیرک‌ترین
داغ داغ‌ترین خشن خشن‌ترین
داغ داغ‌ترین بزرگ بزرگترین
داغ داغ‌ترین کوچک کوچکترین
داغ داغ‌ترین راحت راحت‌ترین
داغ داغ‌ترین نرم نرم‌ترین
داغ داغ‌ترین سخت سخت‌ترین
داغ داغ‌ترین گرم گرم‌ترین
داغ داغ‌ترین سرد سردترین
داغ داغ‌ترین دانا داناترین
داغ داغ‌ترین توانا تواناترین
داغ داغ‌ترین پسندیده پسندیده‌ترین
داغ داغ‌ترین سودمند سودمندترین
داغ داغ‌ترین رها رهاترین
داغ داغ‌ترین زشت زشت‌ترین
داغ داغ‌ترین پیچیده پیچیده‌ترین
داغ داغ‌ترین محکم محکم‌ترین
داغ داغ‌ترین قوی قوی‌ترین
داغ داغ‌ترین روشن روشن‌ترین
داغ داغ‌ترین تاریک تاریک‌ترین
داغ داغ‌ترین دقیق دقیق‌ترین
داغ داغ‌ترین ظریف ظریف‌ترین
داغ داغ‌ترین طولانی طولانی‌ترین
داغ داغ‌ترین پست پست‌ترین
داغ داغ‌ترین مریض مریض‌ترین
داغ داغ‌ترین سالم سالم‌ترین
داغ داغ‌ترین غم‌انگیز غم‌انگیزترین
داغ داغ‌ترین شجاع شجاع‌ترین
داغ داغ‌ترین دلیر دلیرترین
داغ داغ‌ترین آزاد آزادترین
داغ داغ‌ترین خسته خسته‌ترین
پیچیده پیچیده‌ترین ﻿خوب خوب‌ترین
پیچیده پیچیده‌ترین بد بدترین
پیچیده پیچیده‌ترین شاد شادترین
پیچیده پیچیده‌ترین زیبا زیباترین
پیچیده پیچیده‌ترین مهربان مهربان‌ترین
پیچیده پیچیده‌ترین تمیز تمیزترین
پیچیده پیچیده‌ترین کثیف کثیف‌ترین
پیچیده پیچیده‌ترین بلند بلندترین
پیچیده پیچیده‌ترین کوتاه کوتاه‌ترین
پیچیده پیچیده‌ترین چاق چاق‌ترین
پیچیده پیچیده‌ترین لاغر لاغرترین
پیچیده پیچیده‌ترین نازک نازکترین
پیچیده پیچیده‌ترین زخیم زخیم‌ترین
پیچیده پیچیده‌ترین پهن پهن‌ترین
پیچیده پیچیده‌ترین ترسناک ترسناک‌ترین
پیچیده پیچیده‌ترین خوشحال خوشحال‌ترین
پیچیده پیچیده‌ترین پلید پلیدترین
پیچیده پیچیده‌ترین احمق احمق‌ترین
پیچیده پیچیده‌ترین باهوش باهوش‌ترین
پیچیده پیچیده‌ترین ساده ساده‌ترین
پیچیده پیچیده‌ترین زرنگ زرنگ‌ترین
پیچیده پیچیده‌ترین زیرک زیرک‌ترین
پیچیده پیچیده‌ترین خشن خشن‌ترین
پیچیده پیچیده‌ترین بزرگ بزرگترین
پیچیده پیچیده‌ترین کوچک کوچکترین
پیچیده پیچیده‌ترین راحت راحت‌ترین
پیچیده پیچیده‌ترین نرم نرم‌ترین
پیچیده پیچیده‌ترین سخت سخت‌ترین
پیچیده پیچیده‌ترین گرم گرم‌ترین
پیچیده پیچیده‌ترین سرد سردترین
پیچیده پیچیده‌ترین دانا داناترین
پیچیده پیچیده‌ترین توانا تواناترین
پیچیده پیچیده‌ترین پسندیده پسندیده‌ترین
پیچیده پیچیده‌ترین سودمند سودمندترین
پیچیده پیچیده‌ترین رها رهاترین
پیچیده پیچیده‌ترین زشت زشت‌ترین
پیچیده پیچیده‌ترین داغ داغ‌ترین
پیچیده پیچیده‌ترین محکم محکم‌ترین
پیچیده پیچیده‌ترین قوی قوی‌ترین
پیچیده پیچیده‌ترین روشن روشن‌ترین
پیچیده پیچیده‌ترین تاریک تاریک‌ترین
پیچیده پیچیده‌ترین دقیق دقیق‌ترین
پیچیده پیچیده‌ترین ظریف ظریف‌ترین
پیچیده پیچیده‌ترین طولانی طولانی‌ترین
پیچیده پیچیده‌ترین پست پست‌ترین
پیچیده پیچیده‌ترین مریض مریض‌ترین
پیچیده پیچیده‌ترین سالم سالم‌ترین
پیچیده پیچیده‌ترین غم‌انگیز غم‌انگیزترین
پیچیده پیچیده‌ترین شجاع شجاع‌ترین
پیچیده پیچیده‌ترین دلیر دلیرترین
پیچیده پیچیده‌ترین آزاد آزادترین
پیچیده پیچیده‌ترین خسته خسته‌ترین
محکم محکم‌ترین ﻿خوب خوب‌ترین
محکم محکم‌ترین بد بدترین
محکم محکم‌ترین شاد شادترین
محکم محکم‌ترین زیبا زیباترین
محکم محکم‌ترین مهربان مهربان‌ترین
محکم محکم‌ترین تمیز تمیزترین
محکم محکم‌ترین کثیف کثیف‌ترین
محکم محکم‌ترین بلند بلندترین
محکم محکم‌ترین کوتاه کوتاه‌ترین
محکم محکم‌ترین چاق چاق‌ترین
محکم محکم‌ترین لاغر لاغرترین
محکم محکم‌ترین نازک نازکترین
محکم محکم‌ترین زخیم زخیم‌ترین
محکم محکم‌ترین پهن پهن‌ترین
محکم محکم‌ترین ترسناک ترسناک‌ترین
محکم محکم‌ترین خوشحال خوشحال‌ترین
محکم محکم‌ترین پلید پلیدترین
محکم محکم‌ترین احمق احمق‌ترین
محکم محکم‌ترین باهوش باهوش‌ترین
محکم محکم‌ترین ساده ساده‌ترین
محکم محکم‌ترین زرنگ زرنگ‌ترین
محکم محکم‌ترین زیرک زیرک‌ترین
محکم محکم‌ترین خشن خشن‌ترین
محکم محکم‌ترین بزرگ بزرگترین
محکم محکم‌ترین کوچک کوچکترین
محکم محکم‌ترین راحت راحت‌ترین
محکم محکم‌ترین نرم نرم‌ترین
محکم محکم‌ترین سخت سخت‌ترین
محکم محکم‌ترین گرم گرم‌ترین
محکم محکم‌ترین سرد سردترین
محکم محکم‌ترین دانا داناترین
محکم محکم‌ترین توانا تواناترین
محکم محکم‌ترین پسندیده پسندیده‌ترین
محکم محکم‌ترین سودمند سودمندترین
محکم محکم‌ترین رها رهاترین
محکم محکم‌ترین زشت زشت‌ترین
محکم محکم‌ترین داغ داغ‌ترین
محکم محکم‌ترین پیچیده پیچیده‌ترین
محکم محکم‌ترین قوی قوی‌ترین
محکم محکم‌ترین روشن روشن‌ترین
محکم محکم‌ترین تاریک تاریک‌ترین
محکم محکم‌ترین دقیق دقیق‌ترین
محکم محکم‌ترین ظریف ظریف‌ترین
محکم محکم‌ترین طولانی طولانی‌ترین
محکم محکم‌ترین پست پست‌ترین
محکم محکم‌ترین مریض مریض‌ترین
محکم محکم‌ترین سالم سالم‌ترین
محکم محکم‌ترین غم‌انگیز غم‌انگیزترین
محکم محکم‌ترین شجاع شجاع‌ترین
محکم محکم‌ترین دلیر دلیرترین
محکم محکم‌ترین آزاد آزادترین
محکم محکم‌ترین خسته خسته‌ترین
قوی قوی‌ترین ﻿خوب خوب‌ترین
قوی قوی‌ترین بد بدترین
قوی قوی‌ترین شاد شادترین
قوی قوی‌ترین زیبا زیباترین
قوی قوی‌ترین مهربان مهربان‌ترین
قوی قوی‌ترین تمیز تمیزترین
قوی قوی‌ترین کثیف کثیف‌ترین
قوی قوی‌ترین بلند بلندترین
قوی قوی‌ترین کوتاه کوتاه‌ترین
قوی قوی‌ترین چاق چاق‌ترین
قوی قوی‌ترین لاغر لاغرترین
قوی قوی‌ترین نازک نازکترین
قوی قوی‌ترین زخیم زخیم‌ترین
قوی قوی‌ترین پهن پهن‌ترین
قوی قوی‌ترین ترسناک ترسناک‌ترین
قوی قوی‌ترین خوشحال خوشحال‌ترین
قوی قوی‌ترین پلید پلیدترین
قوی قوی‌ترین احمق احمق‌ترین
قوی قوی‌ترین باهوش باهوش‌ترین
قوی قوی‌ترین ساده ساده‌ترین
قوی قوی‌ترین زرنگ زرنگ‌ترین
قوی قوی‌ترین زیرک زیرک‌ترین
قوی قوی‌ترین خشن خشن‌ترین
قوی قوی‌ترین بزرگ بزرگترین
قوی قوی‌ترین کوچک کوچکترین
قوی قوی‌ترین راحت راحت‌ترین
قوی قوی‌ترین نرم نرم‌ترین
قوی قوی‌ترین سخت سخت‌ترین
قوی قوی‌ترین گرم گرم‌ترین
قوی قوی‌ترین سرد سردترین
قوی قوی‌ترین دانا داناترین
قوی قوی‌ترین توانا تواناترین
قوی قوی‌ترین پسندیده پسندیده‌ترین
قوی قوی‌ترین سودمند سودمندترین
قوی قوی‌ترین رها رهاترین
قوی قوی‌ترین زشت زشت‌ترین
قوی قوی‌ترین داغ داغ‌ترین
قوی قوی‌ترین پیچیده پیچیده‌ترین
قوی قوی‌ترین محکم محکم‌ترین
قوی قوی‌ترین روشن روشن‌ترین
قوی قوی‌ترین تاریک تاریک‌ترین
قوی قوی‌ترین دقیق دقیق‌ترین
قوی قوی‌ترین ظریف ظریف‌ترین
قوی قوی‌ترین طولانی طولانی‌ترین
قوی قوی‌ترین پست پست‌ترین
قوی قوی‌ترین مریض مریض‌ترین
قوی قوی‌ترین سالم سالم‌ترین
قوی قوی‌ترین غم‌انگیز غم‌انگیزترین
قوی قوی‌ترین شجاع شجاع‌ترین
قوی قوی‌ترین دلیر دلیرترین
قوی قوی‌ترین آزاد آزادترین
قوی قوی‌ترین خسته خسته‌ترین
روشن روشن‌ترین ﻿خوب خوب‌ترین
روشن روشن‌ترین بد بدترین
روشن روشن‌ترین شاد شادترین
روشن روشن‌ترین زیبا زیباترین
روشن روشن‌ترین مهربان مهربان‌ترین
روشن روشن‌ترین تمیز تمیزترین
روشن روشن‌ترین کثیف کثیف‌ترین
روشن روشن‌ترین بلند بلندترین
روشن روشن‌ترین کوتاه کوتاه‌ترین
روشن روشن‌ترین چاق چاق‌ترین
روشن روشن‌ترین لاغر لاغرترین
روشن روشن‌ترین نازک نازکترین
روشن روشن‌ترین زخیم زخیم‌ترین
روشن روشن‌ترین پهن پهن‌ترین
روشن روشن‌ترین ترسناک ترسناک‌ترین
روشن روشن‌ترین خوشحال خوشحال‌ترین
روشن روشن‌ترین پلید پلیدترین
روشن روشن‌ترین احمق احمق‌ترین
روشن روشن‌ترین باهوش باهوش‌ترین
روشن روشن‌ترین ساده ساده‌ترین
روشن روشن‌ترین زرنگ زرنگ‌ترین
روشن روشن‌ترین زیرک زیرک‌ترین
روشن روشن‌ترین خشن خشن‌ترین
روشن روشن‌ترین بزرگ بزرگترین
روشن روشن‌ترین کوچک کوچکترین
روشن روشن‌ترین راحت راحت‌ترین
روشن روشن‌ترین نرم نرم‌ترین
روشن روشن‌ترین سخت سخت‌ترین
روشن روشن‌ترین گرم گرم‌ترین
روشن روشن‌ترین سرد سردترین
روشن روشن‌ترین دانا داناترین
روشن روشن‌ترین توانا تواناترین
روشن روشن‌ترین پسندیده پسندیده‌ترین
روشن روشن‌ترین سودمند سودمندترین
روشن روشن‌ترین رها رهاترین
روشن روشن‌ترین زشت زشت‌ترین
روشن روشن‌ترین داغ داغ‌ترین
روشن روشن‌ترین پیچیده پیچیده‌ترین
روشن روشن‌ترین محکم محکم‌ترین
روشن روشن‌ترین قوی قوی‌ترین
روشن روشن‌ترین تاریک تاریک‌ترین
روشن روشن‌ترین دقیق دقیق‌ترین
روشن روشن‌ترین ظریف ظریف‌ترین
روشن روشن‌ترین طولانی طولانی‌ترین
